fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality_category
0.8512491976008849,-1.1515817154733126,1.871725861526479,1.372896662154759,0.0624329650044516,-0.6592317457352685,-0.4497206560868105,0.6765648505584421,-1.5824334196178902,-0.8145072319114491,1.6670757413393498,1
-0.783979327033744,0.27803055989962183,-1.2588062105764193,-0.4040750159529508,-0.4054749629365116,0.2908818631159279,-0.6091358054329223,-0.49451628020944566,0.27650072733617986,-0.19033080912407074,-0.16780500116196315,0
-0.17076863029575795,-1.9259550313003189,0.5536070943252586,-1.0704393952433422,-1.6086667776418442,-0.8967601479480676,-1.04752746613473,-1.2351459683166996,-0.03332163048949903,1.5038623384416725,1.5651379223114994,2
-0.2389031521555345,0.03976184733746647,-1.31372782587647,-1.2925608550068057,-0.07125501440725217,-1.3718169523736659,-0.8881123167886181,-0.969278900791035,-1.2726110617922113,-1.5278517150970252,-0.5755562772733643,0
-0.9202483707532965,0.21846338175908347,-0.16037390457540227,-0.8483179354798782,-0.2717869835248078,0.05335346090312879,-0.6888433801059783,-1.3617493338051048,0.5863230851618588,1.6821984592380654,0.8515731891165436,1
-1.3290555019119534,0.4567320943212388,-0.9292765187761141,-0.4040750159529508,0.7977168517688213,2.072344879711921,0.10823236662458104,-1.0325805835352375,0.9736010324439591,-0.4578349903186619,0.13800845592158958,0
-0.5795757614544155,-1.30049966082466,0.7732935555254622,-2.181046694060661,-1.2744468291125852,-0.8967601479480676,-1.2069426154808418,-2.0390773391681565,-0.2656883988587565,-0.9928433527078433,1.1573866462000963,1
1.2600563287595419,1.2311054101482453,0.9929800167256655,0.26228936333744013,-1.2744468291125852,0.05335346090312879,-0.40986686875028255,0.04354802311634629,-1.3500666512486326,-0.547003050716859,0.6476975510608429,0
-0.6477102833141914,0.7247843959536643,-1.3686494411765209,-0.6261964757164148,1.2656247797097846,0.05335346090312879,-0.0910365700580588,0.1385005472326501,0.3539563167926013,-0.4578349903186619,-1.1871831914404698,1
-0.783979327033744,0.09932902547800547,-1.3686494411765209,-0.18195355618948683,0.0624329650044516,2.9036942874567178,0.5466240273263887,-0.5894688043257494,0.5088674957054408,1.8605345800344597,1.055448827172246,1
